Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.177,73.25817073,73.34507317,73.4457561,73.56426829,73.70160976,73.85485366,74.01602439,74.17763415,74.33721951,
Saudi Arabia,SAU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,29.59321022,29.99452972,29.69177055,30.00293922,30.96733093,36.51451111,41.31546021,48.56230927,54.88156128,61.11201859,
Senegal,SEN,Age dependency ratio (% of working-age population),SP.POP.DPND,89.57838176,89.26694557,88.84465086,88.39720765,88.03818984,87.82580119,87.68616329,87.71707852,87.81622827,87.80904211,87.60184833
Senegal,SEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.193,39.107,39.071,39.076,39.101,39.103,39.031,38.848,38.533,38.085,
Senegal,SEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.237,8.865,8.484,8.101,7.725,7.366,7.032,6.726,6.45,6.205,
Senegal,SEN,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,12.41152592,11.60626986,8.70721287,9.59847767,9.36508187,8.77232959,7.84079944,7.47616648,7.94603712,8.03667306,
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.36192683,61.05407317,61.78417073,62.53507317,63.28678049,64.01443902,64.69536585,65.31887805,65.8787561,66.37258537,
Senegal,SEN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,5.43859005,5.580699921,6.185170174,7.720680237,7.765470028,7.389460087,,,,,
Serbia,SRB,Age dependency ratio (% of working-age population),SP.POP.DPND,50.62760066,49.8167004,49.02938623,48.36478706,47.93839651,47.82306973,47.99799344,48.37834652,48.89973355,49.49000353,50.1111308
Serbia,SRB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.7,9.58,9.22,9.4,9.6,9.4,9.1,9.3,9.2,9.3,
Serbia,SRB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.3,13.88,13.92,13.97,14.2,14.2,14.2,14.2,14,14.2,
Serbia,SRB,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,14.26041535,13.11526564,14.16238554,14.3423544,14.10072506,14.30826211,14.25378618,13.11907456,13.8617636,13.8617636,
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.83414634,73.38536585,73.63170732,73.88536585,73.98536585,74.33658537,74.53658537,74.83658537,75.18536585,75.53414634,
Serbia,SRB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,44.20524979,46.81958008,47.99300003,48.66537857,49.84967041,49.08272171,51.59376907,53.50003052,56.38087845,58.05496979,
Seychelles,SYC,Age dependency ratio (% of working-age population),SP.POP.DPND,47.08230577,46.51126543,45.69675993,44.65979038,43.54446198,42.52532309,42.57924602,42.57596797,42.69161786,43.01137519,43.52145097
Seychelles,SYC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.5,17.3,17.6,17.8,18.1,16.8,18.6,18.6,17.4,17,
Seychelles,SYC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.1,7.8,7.4,7.6,7.8,7.4,7.9,7.4,8,7.9,
Seychelles,SYC,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,10.07709251,8.43478261,7.54448399,6.30733945,7.07088415,8.93458873,9.01937727,10.37851502,9.70186325,9.70186325,
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.13170732,72.21707317,73.19268293,73.16341463,73.03414634,73.19756098,72.72439024,74.22682927,73.1195122,73.22926829,
Seychelles,SYC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,2.425250053,1.295339942,3.142329931,6.469399929,
Sierra Leone,SLE,Age dependency ratio (% of working-age population),SP.POP.DPND,86.51667913,86.69229857,86.73025967,86.54196388,86.08021505,85.3710967,85.15787234,84.61954179,83.8411569,82.92506812,81.92542257
Sierra Leone,SLE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,42.789,42.21,41.539,40.787,39.972,39.125,38.283,37.476,36.729,36.052,
Sierra Leone,SLE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,19.391,18.579,17.794,17.028,16.289,15.594,14.964,14.415,13.953,13.573,
Sierra Leone,SLE,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,14.63332893,11.79206258,12.70137538,11.06230674,12.63134382,11.8538553,12.26560754,9.71018022,10.84294836,10.84294836,
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.60307317,44.54807317,45.48836585,46.42763415,47.35021951,48.22895122,49.03473171,49.74909756,50.36312195,50.87878049,
Sierra Leone,SLE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Singapore,SGP,Age dependency ratio (% of working-age population),SP.POP.DPND,37.68517204,37.55288675,37.34093219,36.91837428,36.343042,35.78369423,35.81408071,36.02955429,36.39320889,36.85912232,37.40732456
Singapore,SGP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.2,10.3,10,10.2,9.9,9.3,9.5,10.1,9.3,9.8,
Singapore,SGP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.4,4.4,4.5,4.4,4.3,4.4,4.5,4.5,4.6,4.7,
Singapore,SGP,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,7.88854006,7.86131658,7.85737242,8.57193526,10.19867131,9.75111551,10.01555728,11.09888989,12.69383589,14.14594705,
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.9902439,80.14146341,80.44146341,80.7902439,81.24146341,81.54146341,81.74390244,81.99512195,82.24634146,82.64634146,
Singapore,SGP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Age dependency ratio (% of working-age population),SP.POP.DPND,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.8,13.7,11.7,13,12.5,13.1,12.9,12,14,,
Sint Maarten (Dutch part),SXM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.4,3.6,3.2,3.8,3.1,4.1,5.1,5.4,4.7,,
Sint Maarten (Dutch part),SXM,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,74.54390244,74.53658537,75.58780488,,,73.05365854,,,
Sint Maarten (Dutch part),SXM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Slovakia,SVK,Age dependency ratio (% of working-age population),SP.POP.DPND,39.83025616,39.25330603,38.7754064,38.4099727,38.17919408,38.09865214,38.40620081,38.75744936,39.2270924,39.89910295,40.78301525
Slovakia,SVK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.1,10,10.1,10.7,11.4,11.2,11.3,10.3,10.1,10.2,
Slovakia,SVK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10,9.9,10,9.9,9.8,9.9,9.6,9.7,9.6,9.5,
Slovakia,SVK,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,13.79903044,13.74585688,15.15423293,15.56625035,14.46616648,14.55261805,14.50484012,14.86371702,14.95494369,14.95494369,
Slovakia,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561,76.41219512,76.71463415,
Slovakia,SVK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,40.45214844,44.89694977,50.22005081,53.68912888,55.89524078,56.85327148,56.02038956,56.04698944,54.42858887,52.92351151,
Slovenia,SVN,Age dependency ratio (% of working-age population),SP.POP.DPND,41.88030551,42.04948347,42.43224111,42.96568158,43.54091263,44.11022139,44.98072661,45.75982723,46.54195608,47.4944993,48.70509704
Slovenia,SVN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.1,9.4,9.8,10.8,10.7,10.9,10.7,10.7,10.2,10.3,
Slovenia,SVN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.4,9.1,9.2,9.1,9.2,9.1,9.1,9.4,9.4,9.2,
Slovenia,SVN,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,13.78158712,13.81147533,13.65750496,14.27901485,14.23087112,13.60230387,13.37766792,14.06436673,11.22495121,12.83156287,
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024,80.32195122,80.5195122,
Slovenia,SVN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,79.28282166,82.57076263,84.44265747,85.17475128,85.83402252,88.2660675,84.97370911,86.32315063,85.22184753,82.92642975,
Solomon Islands,SLB,Age dependency ratio (% of working-age population),SP.POP.DPND,79.50673572,79.33617605,79.17939605,79.03605545,78.87456086,78.62909249,78.30072296,77.70967763,76.93307794,76.04394861,75.08272756
Solomon Islands,SLB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.68,34.409,34.063,33.637,33.132,32.555,31.918,31.25,30.578,29.921,
Solomon Islands,SLB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.615,6.482,6.368,6.267,6.175,6.089,6.005,5.925,5.848,5.772,
Solomon Islands,SLB,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,28.4833478,25.34790785,19.66792137,15.07071762,21.09811299,20.31946151,13.9828579,13.33912077,13.1237681,12.53526026,
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.5534878,65.93460976,66.26680488,66.56121951,66.82468293,67.06565854,67.29121951,67.50658537,67.71892683,67.93080488,
Solomon Islands,SLB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Somalia,SOM,Age dependency ratio (% of working-age population),SP.POP.DPND,102.5264928,102.700223,102.9190086,103.023165,102.7709069,102.0839182,101.8722651,101.0894987,99.99417634,98.94649372,98.13399143
Somalia,SOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,46.771,46.491,46.188,45.84,45.447,45.028,44.611,44.225,43.891,43.61,
Somalia,SOM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.351,14.093,13.828,13.563,13.297,13.033,12.772,12.517,12.271,12.035,
Somalia,SOM,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,,,,,,,,,,,
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.35585366,52.68278049,53.01865854,53.3545122,53.68934146,54.02365854,54.35695122,54.6902439,55.02302439,55.35480488,
Somalia,SOM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
South Africa,ZAF,Age dependency ratio (% of working-age population),SP.POP.DPND,59.09087911,58.25049058,57.73654039,57.38898294,56.92736765,56.22665781,55.7083089,54.80234136,53.72849921,52.79813284,52.14352789
South Africa,ZAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.028,22.686,22.355,22.051,21.777,21.534,21.313,21.1,20.883,20.657,
South Africa,ZAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.647,14.734,14.637,14.396,14.043,13.635,13.23,12.88,12.617,12.461,
South Africa,ZAF,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,13.00911854,13.0020548,13.15208219,13.48265519,13.29343923,14.1063907,14.55683678,14.44375656,14.22805093,14.22850541,
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.55734146,51.61370732,51.9965122,52.63602439,53.46709756,54.3907561,55.29565854,56.09831707,56.73658537,57.18212195,
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,18.99403954,19.66282082,,
South Sudan,SSD,Age dependency ratio (% of working-age population),SP.POP.DPND,90.4216359,90.10399644,89.68717038,89.16761179,88.50524908,87.69997941,87.19981362,86.50207518,85.66320421,84.71986628,83.65608579
South Sudan,SSD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,40.403,39.978,39.567,39.155,38.741,38.324,37.911,37.511,37.126,36.756,
South Sudan,SSD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.375,14.058,13.735,13.407,13.075,12.745,12.426,12.124,11.844,11.587,
South Sudan,SSD,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,,,,,,,,4,4,4,
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.17163415,51.61329268,52.08785366,52.59331707,53.12265854,53.66490244,54.205,54.727,55.22090244,55.68221951,
South Sudan,SSD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Spain,ESP,Age dependency ratio (% of working-age population),SP.POP.DPND,44.8164068,45.06386937,45.34891879,45.69208461,46.09956286,46.54713459,47.42482241,48.28630494,49.13021851,49.95754134,50.76394896
Spain,ESP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.6,10.8,10.9,11.3,10.6,10.4,10.1,9.7,9.1,9.2,
Spain,ESP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.8,8.3,8.5,8.4,8.3,8.2,8.3,8.6,8.3,8.5,
Spain,ESP,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,15.28709792,15.65921542,15.57613924,15.73140496,15.60644541,15.49018176,15.3092174,14.0886363,14.50363504,14.50363504,
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.07804878,
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,67.30136871,68.6917038,69.70449066,71.33023834,73.7283783,78.67028809,83.42098999,85.54598999,87.06577301,89.07212067,
Sri Lanka,LKA,Age dependency ratio (% of working-age population),SP.POP.DPND,48.01561434,48.18301209,48.29312487,48.3800689,48.50866199,48.71127606,49.2041281,49.75726771,50.31757043,50.81987389,51.23349504
Sri Lanka,LKA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.654,18.573,18.415,18.18,17.874,17.511,17.112,16.703,16.307,15.938,
Sri Lanka,LKA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.126,6.17,6.249,6.335,6.417,6.49,6.553,6.616,6.685,6.761,
Sri Lanka,LKA,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,7.75995923,8.03002044,7.76446852,7.00272857,6.17591584,6.80178475,6.45355433,6.19125034,11.5166652,11.17345856,
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.97356098,74.12453659,74.19412195,74.23873171,74.28029268,74.3392439,74.42456098,74.5312439,74.65382927,74.79480488,
Sri Lanka,LKA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,16.34794044,15.24236965,17.16243935,18.93725014,20.70601082,
St. Lucia,LCA,Age dependency ratio (% of working-age population),SP.POP.DPND,55.54249497,54.20188549,53.08057725,52.1332065,51.39778256,50.89398115,50.02719734,49.30214515,48.64203772,47.98146656,47.32504061
St. Lucia,LCA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.413,17.236,17.063,16.863,16.621,16.338,16.028,15.718,15.43,15.168,
St. Lucia,LCA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.791,6.68,6.616,6.61,6.661,6.759,6.884,7.011,7.12,7.203,
St. Lucia,LCA,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,9.54483749,10.86949628,11.47418309,11.78363768,15.09984537,13.12364704,10.95337322,10.15069918,11.31825205,11.47402151,
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.99907317,73.36907317,73.71185366,74.01314634,74.26604878,74.47109756,74.63570732,74.77763415,74.91270732,75.04685366,
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,13.10702991,9.558480263,8.664219856,15.94777012,17.65040016,12.49287987,16.3404007,10.17778969,13.85194016,16.86029053,
St. Martin (French part),MAF,Age dependency ratio (% of working-age population),SP.POP.DPND,,,,,,,,,,,
St. Martin (French part),MAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.5,17.5,17.4,17.2,17,16.8,16.6,16.3,16,15.7,
St. Martin (French part),MAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.7,3.7,3.7,3.7,3.8,3.8,3.9,4,4,4.1,
St. Martin (French part),MAF,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,,,,,,,,,,,
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.87073171,78.07073171,78.22195122,78.37073171,78.57073171,78.72195122,78.87073171,79.02195122,79.17073171,79.32195122,
St. Martin (French part),MAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,Age dependency ratio (% of working-age population),SP.POP.DPND,55.52901805,54.33713597,53.19958978,52.07427839,50.93805261,49.79924632,49.10407462,48.36013298,47.64740837,47.09403204,46.75944547
St. Vincent and the Grenadines,VCT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.062,17.877,17.706,17.525,17.323,17.093,16.84,16.574,16.306,16.04,
St. Vincent and the Grenadines,VCT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.416,7.369,7.307,7.238,7.17,7.111,7.068,7.047,7.049,7.076,
St. Vincent and the Grenadines,VCT,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,8.43032102,9.39100874,10.16679326,13.18974724,13.18974724,11.73417094,13.17949621,15.01724263,14.55933698,14.81825673,
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.22890244,71.46021951,71.69941463,71.93173171,72.15007317,72.34639024,72.5187561,72.67185366,72.81087805,72.93685366,
St. Vincent and the Grenadines,VCT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Sudan,SDN,Age dependency ratio (% of working-age population),SP.POP.DPND,86.02294438,85.67948365,85.06417341,84.26165842,83.37960083,82.46675118,81.66285051,80.84055203,79.97652437,79.0376613,78.03512278
Sudan,SDN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.582,37.016,36.444,35.884,35.348,34.843,34.367,33.915,33.477,33.054,
Sudan,SDN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.48,9.257,9.031,8.807,8.588,8.381,8.193,8.026,7.882,7.762,
Sudan,SDN,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,5.52593693,6.74987297,7.72013675,9.95693592,10.39425016,11.64949118,11.79958968,11.64949118,11.64949118,11.64949118,
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.84082927,60.2622439,60.70087805,61.15060976,61.60239024,62.04258537,62.45553659,62.83219512,63.16704878,63.45853659,
Sudan,SDN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,11.73268032,13.28232956,13.02048969,14.39694977,14.68622971,14.98464966,14.64535999,14.94186974,16.92466927,,
Suriname,SUR,Age dependency ratio (% of working-age population),SP.POP.DPND,55.84729468,55.23514406,54.89910515,54.66570202,54.34016015,53.84508038,53.35097002,52.72399963,52.02380172,51.34928423,50.75603607
Suriname,SUR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.554,20.291,20.033,19.776,19.517,19.254,18.986,18.718,18.455,18.197,
Suriname,SUR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.47,7.428,7.383,7.345,7.317,7.305,7.311,7.331,7.364,7.408,
Suriname,SUR,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,11.64862272,13.79053138,11.89178476,11.89178476,11.89178476,11.89178476,11.89178476,12.0607572,11.84332967,11.84332967,
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.846,69.15673171,69.47907317,69.795,70.09290244,70.36273171,70.59939024,70.80631707,70.99,71.15143902,
Suriname,SUR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Swaziland,SWZ,Age dependency ratio (% of working-age population),SP.POP.DPND,81.80324982,79.85189856,77.9405147,76.12272033,74.44927569,72.95459092,72.05673457,71.22247353,70.48739858,69.85812945,69.31298373
Swaziland,SWZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.489,31.426,31.357,31.263,31.127,30.938,30.695,30.41,30.093,29.747,
Swaziland,SWZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.68,15.494,15.225,14.937,14.667,14.454,14.326,14.276,14.293,14.37,
Swaziland,SWZ,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,12.95230926,14.87597097,12.48127862,14.528531,14.3164522,15.42251253,18.0742294,18.0742294,19.69825595,16.57852892,
Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.86007317,46.24136585,46.77239024,47.34582927,47.8927561,48.3457561,48.66139024,48.85063415,48.93792683,48.93473171,
Swaziland,SWZ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,4.75177002,4.44382,,,,,5.963630199,,5.328879833,,
Sweden,SWE,Age dependency ratio (% of working-age population),SP.POP.DPND,53.10846969,53.16600821,52.99864631,52.77335992,52.7755871,53.16379928,53.8499475,54.96708686,56.4363607,57.96719253,59.30390803
Sweden,SWE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.2,11.7,11.7,11.9,12,12.3,11.8,11.9,11.8,11.9,
Sweden,SWE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.2,10,10,9.9,9.7,9.6,9.5,9.7,9.4,9.2,
Sweden,SWE,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,13.65605861,13.7717379,14.23813431,14.537463,14.74399922,14.74868645,19.25691717,19.16155869,19.03285179,19.03285179,
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,81.95609756,
Sweden,SWE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,81.97477722,79.34684753,74.97612,71.12386322,71.45188141,74.68412781,73.94509125,69.61607361,63.39294052,62.35348129,
Switzerland,CHE,Age dependency ratio (% of working-age population),SP.POP.DPND,47.27413362,47.03259323,46.87334427,46.80610254,46.83713976,46.97654002,47.21384976,47.51516498,47.90724497,48.36960382,48.84761744
Switzerland,CHE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.8,9.8,9.9,10,10.1,10.3,10.2,10.3,10.2,10.2,
Switzerland,CHE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.2,8.1,8.1,8,8.1,8,7.8,8,8,7.8,
Switzerland,CHE,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,18.34569334,18.47676298,18.809465,20.89382686,21.1179044,20.9643622,21.39481318,22.00786145,22.56319371,22.70434806,
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,82.84878049,
Switzerland,CHE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,45.71459961,46.44490814,47.13521957,48.71183014,50.01467133,52.79273987,54.33826828,55.49990082,56.26816177,57.22953033,
Syria,SYR,Age dependency ratio (% of working-age population),SP.POP.DPND,72.71610418,70.5944042,68.9840504,67.64213923,66.162926,64.31302498,65.65592943,66.82321024,67.77717007,68.75956002,70.03046916
Syria,SYR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.491,27.013,26.564,26.127,25.692,25.241,24.753,24.225,23.662,23.079,
Syria,SYR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.452,3.485,3.617,3.853,4.177,4.554,4.933,5.266,5.514,5.663,
Syria,SYR,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,7.36640099,6.96255614,6.96255614,6.96255614,6.10049939,5.26284769,4.79576059,4.79576059,4.79576059,4.79576059,
Syria,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.36385366,74.43241463,74.24607317,73.7972439,73.12041463,72.30743902,71.48614634,70.78590244,70.30153659,70.07102439,
Syria,SYR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,18.20454025,20.93221092,22.5918293,24.21655083,24.30407906,25.99613953,26.20059013,31.83422089,32.9813385,,
Tajikistan,TJK,Age dependency ratio (% of working-age population),SP.POP.DPND,72.6965938,70.1777967,68.10191033,66.37776001,64.87167178,63.53794515,62.90244373,62.31006268,61.73972166,61.24307279,60.88508034
Tajikistan,TJK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.942,29.098,29.38,29.735,30.116,30.46,30.708,30.826,30.792,30.592,
Tajikistan,TJK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.534,6.342,6.178,6.039,5.925,5.833,5.76,5.701,5.652,5.608,
Tajikistan,TJK,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,5.87653786,5.92534293,4.3406106,5.03544923,5.36282595,5.86955874,6.23084285,7.48547553,7.32940333,6.83602457,
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.09721951,66.66180488,67.2074878,67.71458537,68.17053659,68.56339024,68.89178049,69.16697561,69.40017073,69.59797561,
Tajikistan,TJK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,20.96607018,22.05908966,22.77215004,23.01627922,22.61800957,22.6925602,22.01436043,22.41332054,22.64422035,24.47492027,26.37450027
Tanzania,TZA,Age dependency ratio (% of working-age population),SP.POP.DPND,92.48170565,92.8428038,92.96059625,92.95119776,92.9702617,93.08309998,93.29669052,93.56742003,93.82220644,93.92429103,93.80093419
Tanzania,TZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,42.221,42.168,42.023,41.783,41.447,41.028,40.546,40.033,39.518,39.015,
Tanzania,TZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.169,10.568,9.977,9.402,8.855,8.351,7.902,7.512,7.18,6.905,
Tanzania,TZA,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,18.95876816,28.19875227,18.17650791,15.29836032,11.52313866,10.93208947,13.89991255,15.92467567,13.44040464,12.31454992,
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.60478049,56.832,58.07778049,59.31470732,60.5095122,61.62560976,62.63209756,63.52090244,64.29182927,64.94390244,
Tanzania,TZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1.469449997,,,,,2.130569935,,3.933470011,3.647320032,,
Thailand,THA,Age dependency ratio (% of working-age population),SP.POP.DPND,42.59020858,41.68947062,40.88192176,40.15220522,39.53240429,39.07075985,38.89386783,38.81490487,38.84669838,38.99191814,39.24210398
